epoch,accuracy,loss,val_accuracy,val_loss
0,0.9274141192436218,0.23726215958595276,0.9790475964546204,0.06739843636751175
1,0.9747070670127869,0.08569180220365524,0.9843809604644775,0.05058060586452484
2,0.9809293150901794,0.06365859508514404,0.9877142906188965,0.04274655878543854
3,0.9839394092559814,0.054165419191122055,0.9879047870635986,0.04241685941815376
4,0.9861212372779846,0.046641938388347626,0.9875237941741943,0.04348209872841835
